Стекло,1851,208,-93,373.8606,Космопластмасса,Сталь,Металл,62,5,Металл,82,6,Космопластмасса,1056,100,-229,Синий,Красный,32,Сталь,97,63,434,66,6,true,99,84,8,59,490,909.0075699519731,986.7070476683613,910.3493890108065,false,ALLRIGHT,name,Mon May 07 13:21:42 MSK 2018,
Стекло,1248,76,-173,346.33597,Космопластмасса,Сталь,Металл,67,2,Металл,35,6,Космопластмасса,1993,354,-194,Красный,Зеленый,32,Сталь,94,84,486,57,9,true,91,86,7,17,360,971.9346659037805,991.5316201059478,832.1337285968041,false,ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1633,268,-110,209.86694,Космопластмасса,Сталь,Металл,62,5,Металл,70,3,Космопластмасса,1245,109,-277,Желтый,Синий,32,Сталь,50,94,385,78,8,true,60,74,5,51,5,930.152659099157,978.4095601825156,888.0699126581409,false,NOT_ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1416,220,-163,722.5367,Космопластмасса,Сталь,Металл,44,11,Металл,82,2,Космопластмасса,2954,168,-200,Красный,Синий,32,Сталь,62,51,380,92,9,true,70,51,7,30,431,790.7930214561052,999.3566576447031,989.2291998887879,false,NOT_ALLRIGHT,name,Mon May 07 13:21:39 MSK 2018,
Стекло,1669,158,-155,699.6426,Космопластмасса,Сталь,Металл,27,7,Металл,78,6,Космопластмасса,1197,250,-211,Красный,Зеленый,32,Сталь,69,50,430,87,8,true,9,61,5,85,341,966.1048862969169,826.4802506961481,991.1688851869059,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1559,115,-220,83.40967,Космопластмасса,Сталь,Металл,45,7,Металл,34,3,Космопластмасса,2961,280,-316,Синий,Синий,32,Сталь,77,59,241,57,6,true,9,76,7,43,331,903.5828848715375,912.673811351948,974.1438202393083,false,ALLRIGHT,name,Mon May 07 13:21:39 MSK 2018,
Стекло,1867,267,-81,364.71426,Космопластмасса,Сталь,Металл,61,7,Металл,49,2,Космопластмасса,1812,184,-221,Красный,Зеленый,32,Сталь,94,86,323,76,8,true,60,98,9,69,273,922.9009726761226,910.5774132296208,957.2299546514264,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1949,215,-243,718.69495,Космопластмасса,Сталь,Металл,30,7,Металл,62,4,Космопластмасса,1719,189,-195,Синий,Зеленый,32,Сталь,57,72,26,97,7,true,21,72,6,26,392,953.490372948641,827.0338379638316,998.3723173519487,false,ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1702,178,-87,991.5195,Космопластмасса,Сталь,Металл,28,7,Металл,50,5,Космопластмасса,2178,343,-139,Зеленый,Желтый,32,Сталь,77,83,465,93,8,true,11,59,8,72,263,861.0800033390136,970.9027955546054,941.5095014407577,false,ALLRIGHT,name,Mon May 07 13:21:40 MSK 2018,
Стекло,1615,171,-197,497.5003,Космопластмасса,Сталь,Металл,26,3,Металл,39,5,Космопластмасса,1186,85,-260,Красный,Зеленый,32,Сталь,51,63,169,85,5,true,16,51,9,47,286,969.8805262750121,849.7952753711735,952.5133148060461,false,ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1435,92,-170,307.9126,Космопластмасса,Сталь,Металл,46,11,Металл,88,5,Космопластмасса,2395,344,-306,Зеленый,Красный,32,Сталь,54,71,493,90,6,true,30,64,5,27,379,914.1255892331193,883.1575883448858,968.4514847109424,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1754,112,-76,828.57166,Космопластмасса,Сталь,Металл,43,7,Металл,59,5,Космопластмасса,1783,264,-202,Желтый,Синий,32,Сталь,56,98,268,84,9,true,43,77,7,75,185,947.3927384677214,987.0905181218183,821.7793519610715,false,NOT_ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1334,107,-72,136.451,Космопластмасса,Сталь,Металл,69,4,Металл,20,3,Космопластмасса,1808,77,-267,Зеленый,Красный,32,Сталь,93,87,409,74,7,true,44,67,7,83,93,959.6242294521918,831.6019365598275,965.7473240580877,false,ALLRIGHT,name,Mon May 07 13:21:38 MSK 2018,
Стекло,1932,242,-99,168.39061,Космопластмасса,Сталь,Металл,69,2,Металл,27,5,Космопластмасса,2938,103,-190,Красный,Синий,32,Сталь,75,93,101,54,8,true,29,56,9,42,216,964.496022029224,925.0374812390023,870.2871827526809,false,NOT_ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1576,265,-232,325.86655,Космопластмасса,Сталь,Металл,31,9,Металл,62,2,Космопластмасса,2555,223,-328,Красный,Красный,32,Сталь,99,85,84,58,7,true,34,70,8,85,394,881.7450666439,995.886739880834,879.6866523359521,false,ALLRIGHT,name,Mon May 07 13:21:39 MSK 2018,
Стекло,1527,197,-73,690.9317,Космопластмасса,Сталь,Металл,39,8,Металл,28,6,Космопластмасса,2395,241,-101,Красный,Красный,32,Сталь,62,71,207,60,6,true,39,99,7,96,116,858.4226637519231,972.7389796386321,925.9387414285776,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1271,247,-201,470.18164,Космопластмасса,Сталь,Металл,60,3,Металл,55,4,Космопластмасса,2448,368,-326,Синий,Желтый,32,Сталь,57,81,200,59,7,true,59,60,8,78,483,892.2795420531909,951.1264855228684,915.0429929479434,false,ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1971,217,-99,131.82976,Космопластмасса,Сталь,Металл,48,11,Металл,44,6,Космопластмасса,1147,211,-145,Желтый,Зеленый,32,Сталь,94,60,417,68,9,true,96,73,7,42,491,982.1423848900753,990.752403219188,766.1016006472762,false,ALLRIGHT,name,Mon May 07 13:21:40 MSK 2018,
Стекло,1180,169,-268,520.8872,Космопластмасса,Сталь,Металл,68,11,Металл,46,3,Космопластмасса,2136,106,-265,Желтый,Зеленый,32,Сталь,70,96,229,74,8,true,5,85,6,76,110,981.1281707878,767.7268765481826,990.0845617916708,false,NOT_ALLRIGHT,name,Mon May 07 13:21:40 MSK 2018,
Стекло,1591,221,-72,594.8568,Космопластмасса,Сталь,Металл,35,10,Металл,32,6,Космопластмасса,1832,196,-258,Синий,Красный,32,Сталь,94,87,331,81,8,true,93,89,7,50,380,791.5287080714653,952.0058360679818,998.4842558745966,false,ALLRIGHT,name,Mon May 07 13:21:40 MSK 2018,
Стекло,1967,204,-173,10.339288,Космопластмасса,Сталь,Металл,40,2,Металл,44,2,Космопластмасса,1001,348,-243,Зеленый,Красный,32,Сталь,67,59,445,57,9,true,56,86,7,79,433,995.3298747536937,951.3098830532664,792.9786319657961,false,ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1432,241,-93,84.60845,Космопластмасса,Сталь,Металл,53,4,Металл,58,2,Космопластмасса,1473,89,-263,Желтый,Зеленый,32,Сталь,57,99,334,96,5,true,26,83,9,90,456,951.2287346417302,958.9804453048047,834.9183463129208,false,ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1676,74,-192,354.8782,Космопластмасса,Сталь,Металл,61,9,Металл,33,5,Космопластмасса,1824,281,-247,Желтый,Желтый,32,Сталь,78,99,369,58,7,true,25,64,8,76,186,954.1127597922108,849.5312463653011,941.5419320973514,false,ALLRIGHT,name,Mon May 07 13:21:42 MSK 2018,
Стекло,1089,265,-165,987.5576,Космопластмасса,Сталь,Металл,21,5,Металл,59,2,Космопластмасса,1320,202,-280,Зеленый,Желтый,32,Сталь,67,73,346,91,7,true,96,62,6,37,371,872.8615479847834,973.2893964845359,896.5354192892455,false,NOT_ALLRIGHT,name,Mon May 07 13:21:42 MSK 2018,
Стекло,1983,183,-216,791.45557,Космопластмасса,Сталь,Металл,31,8,Металл,79,4,Космопластмасса,2735,367,-164,Красный,Красный,32,Сталь,93,74,345,57,5,true,10,78,9,7,488,990.475079622595,739.6420917755175,990.9798070727893,false,NOT_ALLRIGHT,name,Mon May 07 13:21:45 MSK 2018,
Стекло,1610,154,-223,693.8942,Космопластмасса,Сталь,Металл,53,2,Металл,50,4,Космопластмасса,1392,200,-118,Зеленый,Желтый,32,Сталь,91,91,95,57,5,true,37,67,9,38,127,981.2852010497419,902.4010257093003,854.2953754423357,false,ALLRIGHT,name,Mon May 07 13:21:42 MSK 2018,
Стекло,1126,187,-115,684.18494,Космопластмасса,Сталь,Металл,30,5,Металл,26,4,Космопластмасса,2369,90,-308,Синий,Синий,32,Сталь,67,69,463,83,8,true,49,55,7,10,25,994.4551706811399,756.888952259317,970.570304058205,false,ALLRIGHT,name,Mon May 07 13:21:39 MSK 2018,
Стекло,1841,81,-148,812.24176,Космопластмасса,Сталь,Металл,36,3,Металл,54,4,Космопластмасса,1146,327,-198,Желтый,Красный,32,Сталь,81,87,84,91,5,true,97,69,7,98,324,936.7607541395278,860.0982841203861,939.5257065773179,false,ALLRIGHT,name,Mon May 07 13:21:42 MSK 2018,
Стекло,1878,74,-147,295.28613,Космопластмасса,Сталь,Металл,60,11,Металл,48,5,Космопластмасса,2952,71,-121,Зеленый,Синий,32,Сталь,74,83,250,70,9,true,93,68,6,26,338,731.0484963875181,998.8093497720959,982.6569885278324,false,NOT_ALLRIGHT,name,Mon May 07 13:21:39 MSK 2018,
Стекло,1092,112,-159,689.98834,Космопластмасса,Сталь,Металл,34,9,Металл,20,2,Космопластмасса,2859,229,-297,Желтый,Синий,32,Сталь,80,58,447,89,7,true,27,96,9,85,322,787.0263751934948,963.4523371956402,972.7295272990397,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1014,222,-119,794.3207,Космопластмасса,Сталь,Металл,30,8,Металл,27,6,Космопластмасса,2413,237,-184,Зеленый,Желтый,32,Сталь,55,82,317,65,6,true,62,81,6,21,78,854.863407858883,977.9325916728773,898.1520422635721,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1458,189,-98,104.53934,Космопластмасса,Сталь,Металл,26,2,Металл,44,3,Космопластмасса,1446,248,-314,Красный,Синий,32,Сталь,64,59,47,55,9,true,69,76,5,12,284,904.047139682662,873.1761560354677,956.0501879859667,false,NOT_ALLRIGHT,name,Mon May 07 13:21:38 MSK 2018,
Стекло,1101,237,-139,936.0959,Космопластмасса,Сталь,Металл,52,6,Металл,86,5,Космопластмасса,2135,128,-195,Желтый,Желтый,32,Сталь,81,85,4,98,5,true,64,59,6,87,106,820.7096755822396,905.277647564931,997.5277075605837,false,ALLRIGHT,name,Mon May 07 13:21:39 MSK 2018,
Стекло,1937,248,-253,635.8774,Космопластмасса,Сталь,Металл,51,2,Металл,39,2,Космопластмасса,2592,233,-256,Красный,Зеленый,32,Сталь,87,79,168,70,6,true,97,65,8,12,0,974.3349627274525,994.0969477895054,739.5157007831111,false,ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1624,161,-82,784.86383,Космопластмасса,Сталь,Металл,46,11,Металл,54,3,Космопластмасса,1666,133,-176,Красный,Зеленый,32,Сталь,56,85,491,99,5,true,33,51,7,71,303,937.1000860394396,939.699285927414,847.8661511410631,false,ALLRIGHT,name,Mon May 07 13:21:42 MSK 2018,
Стекло,1666,143,-98,484.681,Космопластмасса,Сталь,Металл,66,2,Металл,33,6,Космопластмасса,1570,348,-309,Зеленый,Синий,32,Сталь,77,56,319,63,5,true,2,56,5,26,29,915.5220599436882,930.9626912559447,879.5821810519208,false,ALLRIGHT,name,Mon May 07 13:21:40 MSK 2018,
Стекло,1202,122,-124,938.2084,Космопластмасса,Сталь,Металл,29,10,Металл,83,2,Космопластмасса,1616,306,-213,Желтый,Желтый,32,Сталь,83,70,217,84,6,true,54,66,7,5,453,856.7535418129577,974.8878350768986,890.9921304495074,false,ALLRIGHT,name,Mon May 07 13:21:38 MSK 2018,
Стекло,1057,114,-71,418.1846,Космопластмасса,Сталь,Металл,64,8,Металл,33,2,Космопластмасса,2189,227,-349,Синий,Желтый,32,Сталь,65,58,98,58,5,true,5,90,5,3,474,992.5429809993152,745.1005365647196,967.5448766026983,false,ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1398,253,-122,55.071396,Космопластмасса,Сталь,Металл,27,10,Металл,44,3,Космопластмасса,2750,252,-350,Синий,Синий,32,Сталь,80,78,54,63,7,true,75,74,5,6,253,993.9123148710045,851.1268553512131,872.6221733228329,false,NOT_ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1670,97,-257,64.51808,Космопластмасса,Сталь,Металл,59,10,Металл,22,2,Космопластмасса,2608,85,-282,Синий,Желтый,32,Сталь,54,60,212,83,7,true,74,66,7,1,107,999.2601242841902,687.8420759148663,998.6638231202594,false,ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1749,197,-129,318.8219,Космопластмасса,Сталь,Металл,45,8,Металл,44,4,Космопластмасса,1837,199,-83,Желтый,Желтый,32,Сталь,70,75,318,64,9,true,87,76,9,98,380,928.4741804546557,888.3372272215379,901.9411969593355,false,ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1258,119,-141,564.3211,Космопластмасса,Сталь,Металл,31,10,Металл,60,5,Космопластмасса,2600,148,-245,Синий,Синий,32,Сталь,94,55,419,82,7,true,46,64,5,99,329,886.7934489847112,862.6412489367982,965.6632139180332,false,ALLRIGHT,name,Mon May 07 13:21:40 MSK 2018,
Стекло,1813,155,-190,176.13943,Космопластмасса,Сталь,Металл,66,10,Металл,34,6,Космопластмасса,2308,333,-297,Красный,Красный,32,Сталь,58,80,160,78,8,true,29,68,6,59,111,943.6843085722224,939.4532132331732,827.8492721989475,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1250,138,-218,20.821533,Космопластмасса,Сталь,Металл,66,9,Металл,64,6,Космопластмасса,2548,353,-285,Зеленый,Красный,32,Сталь,81,68,45,63,6,true,51,83,7,91,189,898.5021748959205,927.6235795255984,888.8822805111432,false,ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1465,99,-71,497.63245,Космопластмасса,Сталь,Металл,47,11,Металл,52,6,Космопластмасса,1216,148,-161,Зеленый,Желтый,32,Сталь,79,64,187,81,6,true,33,63,7,73,214,900.9991152695648,940.8411362736102,870.8482535998032,false,ALLRIGHT,name,Mon May 07 13:21:42 MSK 2018,
Стекло,1073,135,-245,439.9981,Космопластмасса,Сталь,Металл,41,6,Металл,24,2,Космопластмасса,1795,76,-106,Желтый,Желтый,32,Сталь,73,60,464,61,8,true,30,92,7,7,499,994.5149995865586,872.3085097797637,836.8598412434392,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1929,251,-71,524.26874,Космопластмасса,Сталь,Металл,50,6,Металл,86,4,Космопластмасса,1899,194,-343,Синий,Желтый,32,Сталь,91,60,2,90,5,true,24,81,5,66,217,787.9306559547448,986.4840357455266,922.8168212555698,false,NOT_ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1828,188,-238,874.64154,Космопластмасса,Сталь,Металл,28,8,Металл,45,2,Космопластмасса,2502,170,-272,Красный,Красный,32,Сталь,85,74,195,76,8,true,89,60,6,76,306,841.1855199326574,938.4588565252375,925.0906112167321,false,NOT_ALLRIGHT,name,Mon May 07 13:21:42 MSK 2018,
Стекло,1429,110,-178,295.50473,Космопластмасса,Сталь,Металл,49,9,Металл,53,4,Космопластмасса,2447,358,-333,Синий,Синий,32,Сталь,58,98,200,87,9,true,61,88,9,99,142,736.4143488167679,979.1887751983744,968.4630035610354,false,ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1515,262,-260,525.96136,Космопластмасса,Сталь,Металл,30,3,Металл,76,4,Космопластмасса,1090,111,-344,Красный,Красный,32,Сталь,64,79,132,88,7,true,87,53,8,21,192,816.9353505814572,968.7267582539589,912.4605778907558,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1565,251,-222,802.4299,Космопластмасса,Сталь,Металл,53,3,Металл,87,2,Космопластмасса,1873,226,-123,Синий,Красный,32,Сталь,89,76,149,76,7,true,24,98,5,41,121,912.6397028428119,802.8714596277249,980.2433875887536,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1130,183,-90,231.53606,Космопластмасса,Сталь,Металл,20,10,Металл,57,3,Космопластмасса,2221,97,-125,Синий,Красный,32,Сталь,50,98,16,88,5,true,55,85,6,92,136,925.9310195229514,992.9248281395775,770.6193910269936,false,NOT_ALLRIGHT,name,Mon May 07 13:21:38 MSK 2018,
Стекло,1634,90,-146,837.0875,Космопластмасса,Сталь,Металл,67,7,Металл,77,2,Космопластмасса,2846,156,-255,Синий,Красный,32,Сталь,87,62,336,53,6,true,7,82,8,46,172,906.7496253526363,917.6918411088944,875.2356992251179,false,NOT_ALLRIGHT,name,Mon May 07 13:21:42 MSK 2018,
Стекло,1819,186,-132,362.26968,Космопластмасса,Сталь,Металл,36,2,Металл,81,5,Космопластмасса,2700,284,-140,Зеленый,Зеленый,32,Сталь,96,95,457,96,8,true,89,74,9,67,53,893.5592678363842,838.8249534380558,960.3529285157504,false,ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1597,84,-107,547.7189,Космопластмасса,Сталь,Металл,28,6,Металл,86,4,Космопластмасса,1599,232,-74,Синий,Красный,32,Сталь,78,85,233,77,9,true,22,82,8,55,488,929.7461326180194,875.8758070726385,889.3402926797355,false,NOT_ALLRIGHT,name,Mon May 07 13:21:42 MSK 2018,
Стекло,1257,232,-82,98.240135,Космопластмасса,Сталь,Металл,22,6,Металл,43,5,Космопластмасса,2102,340,-134,Красный,Желтый,32,Сталь,51,68,201,57,9,true,51,87,7,91,486,992.7473395282481,696.9092362549845,974.9694101449686,false,ALLRIGHT,name,Mon May 07 13:21:37 MSK 2018,
Стекло,1589,206,-138,436.7517,Космопластмасса,Сталь,Металл,34,8,Металл,70,2,Космопластмасса,1369,220,-77,Желтый,Красный,32,Сталь,50,76,90,84,5,true,85,50,7,59,71,979.4865497821515,681.2924744664928,994.8463926996867,false,ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1681,74,-115,937.9014,Космопластмасса,Сталь,Металл,59,9,Металл,33,4,Космопластмасса,2446,126,-217,Желтый,Желтый,32,Сталь,94,70,348,51,6,true,47,91,8,64,268,935.5136846570324,848.1108702686982,901.1308247336633,false,ALLRIGHT,name,Mon May 07 13:21:40 MSK 2018,
Стекло,1383,178,-211,771.7461,Космопластмасса,Сталь,Металл,64,10,Металл,39,4,Космопластмасса,2905,236,-264,Синий,Зеленый,32,Сталь,75,86,127,91,9,true,27,54,9,4,31,981.848260004213,997.0200037263519,665.1732839660671,false,ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1909,79,-125,792.445,Космопластмасса,Сталь,Металл,65,5,Металл,88,4,Космопластмасса,1973,314,-161,Синий,Зеленый,32,Сталь,89,66,148,50,5,true,36,73,6,96,463,902.0647446408308,850.0924626243971,929.0157431620497,false,NOT_ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1207,100,-105,893.75305,Космопластмасса,Сталь,Металл,58,3,Металл,64,4,Космопластмасса,2490,338,-170,Желтый,Зеленый,32,Сталь,93,59,255,69,7,true,20,53,6,89,87,917.225174965938,777.9085120164043,975.0287418695663,false,NOT_ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1539,144,-84,779.3969,Космопластмасса,Сталь,Металл,34,9,Металл,83,3,Космопластмасса,2458,105,-247,Красный,Желтый,32,Сталь,56,82,470,93,5,true,37,68,9,10,468,927.6356137688209,842.1864815622583,908.344295263078,false,NOT_ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1604,76,-232,611.02484,Космопластмасса,Сталь,Металл,65,4,Металл,76,5,Космопластмасса,1929,139,-167,Желтый,Зеленый,32,Сталь,63,83,409,72,9,true,3,84,7,55,60,773.9949264952636,918.8170760458122,970.7790758158231,false,NOT_ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1839,163,-266,916.71606,Космопластмасса,Сталь,Металл,45,6,Металл,71,4,Космопластмасса,2806,288,-306,Желтый,Желтый,32,Сталь,91,67,386,81,5,true,38,50,5,38,333,954.4203045728942,993.3690025448752,697.2794754245857,false,ALLRIGHT,name,Mon May 07 13:21:37 MSK 2018,
Стекло,1602,140,-211,160.14754,Космопластмасса,Сталь,Металл,33,2,Металл,86,2,Космопластмасса,1254,91,-204,Синий,Зеленый,32,Сталь,83,99,487,69,7,true,29,62,5,39,19,949.5833060356858,992.9534027476999,698.2177822389353,false,ALLRIGHT,name,Mon May 07 13:21:40 MSK 2018,
Стекло,1282,169,-161,104.87676,Космопластмасса,Сталь,Металл,39,8,Металл,53,3,Космопластмасса,1919,269,-334,Зеленый,Синий,32,Сталь,73,66,26,60,8,true,2,63,8,1,363,992.0420140668706,808.9734880032956,857.3881437795021,false,ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1164,161,-80,428.97644,Космопластмасса,Сталь,Металл,42,3,Металл,80,6,Космопластмасса,1675,193,-96,Красный,Желтый,32,Сталь,91,61,140,71,5,true,51,74,9,50,262,666.8528621185898,977.681448929024,986.3637552604547,false,ALLRIGHT,name,Mon May 07 13:21:44 MSK 2018,
Стекло,1143,220,-128,550.5309,Космопластмасса,Сталь,Металл,52,10,Металл,32,5,Космопластмасса,1625,206,-115,Синий,Красный,32,Сталь,80,64,43,78,8,true,82,86,5,95,489,940.6923448417183,770.3338106056802,943.406892965916,false,NOT_ALLRIGHT,name,Mon May 07 13:21:41 MSK 2018,
Стекло,1255,184,-72,233.00764,Космопластмасса,Сталь,Металл,51,10,Металл,47,4,Космопластмасса,2077,346,-71,Желтый,Желтый,32,Сталь,98,96,432,90,5,true,58,58,8,13,222,944.8236086493604,710.6020152466097,985.0294958206999,false,ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1927,157,-240,194.85353,Космопластмасса,Сталь,Металл,40,6,Металл,65,4,Космопластмасса,1384,196,-360,Зеленый,Синий,32,Сталь,62,52,341,79,7,true,89,94,8,89,8,975.7085850404983,796.2067457304532,883.6345390988024,false,ALLRIGHT,name,Mon May 07 13:21:40 MSK 2018,
Стекло,1594,124,-236,313.58762,Космопластмасса,Сталь,Металл,34,9,Металл,82,5,Космопластмасса,1318,74,-369,Красный,Зеленый,32,Сталь,63,89,107,60,9,true,79,69,8,73,316,983.5262170632383,959.282063105395,691.808863180539,false,ALLRIGHT,name,Mon May 07 13:21:43 MSK 2018,
Стекло,1688,220,-121,511.59836,Космопластмасса,Сталь,Металл,38,11,Металл,58,5,Космопластмасса,1912,104,-205,Синий,Зеленый,32,Сталь,78,96,289,77,5,true,59,97,9,17,383,852.0730959528238,875.0259635607608,934.656013817772,false,ALLRIGHT,name,Mon May 07 13:21:40 MSK 2018,
